"","date","team","conf","opp","opp_conf","location","result","score","wab","quad"
"1664",2023-11-24,"North Carolina A&T","CAA","Alabama St.","SWAC","Neutral","L","88-73",-0.951068362606031,"Quadrant 4"
"1665",2023-11-24,"Alabama","SEC","Ohio St.","B10","Neutral","L","92-81",-0.557620084580649,"Quadrant 2"
"1666",2023-11-24,"Ohio St.","B10","Alabama","SEC","Neutral","W","92-81",0.755995706482985,"Quadrant 1"
"1667",2023-11-24,"Alcorn St.","SWAC","Clemson","ACC","Away","L","90-69",-0.302858664124139,"Quadrant 1"
"1668",2023-11-24,"Clemson","ACC","Alcorn St.","SWAC","Home","W","90-69",0.030727031753191,"Quadrant 4"
"1669",2023-11-24,"Arkansas Pine Bluff","SWAC","Ball St.","MAC","Away","L","92-74",-0.859303791669563,"Quadrant 4"
"1670",2023-11-24,"Ball St.","MAC","Arkansas Pine Bluff","SWAC","Home","W","92-74",0.0166500563773949,"Quadrant 4"
"1671",2023-11-24,"Arkansas St.","SB","San Diego","WCC","Neutral","L","71-57",-0.906651077057518,"Quadrant 4"
"1672",2023-11-24,"San Diego","WCC","Arkansas St.","SB","Neutral","W","71-57",0.183831235178879,"Quadrant 3"
"1673",2023-11-24,"Arkansas","SEC","North Carolina","ACC","Neutral","L","87-72",-0.317527614707245,"Quadrant 1"
"1674",2023-11-24,"North Carolina","ACC","Arkansas","SEC","Neutral","W","87-72",0.243318668043637,"Quadrant 3"
"1675",2023-11-24,"Baylor","B12","Florida","SEC","Neutral","W","95-91",0.625437890171481,"Quadrant 1"
"1676",2023-11-24,"Florida","SEC","Baylor","B12","Neutral","L","95-91",-0.348628202213506,"Quadrant 1"
"1677",2023-11-24,"Belmont","MVC","Monmouth","CAA","Neutral","L","93-84",-0.855064179357643,"Quadrant 3"
"1678",2023-11-24,"Monmouth","CAA","Belmont","MVC","Neutral","W","93-84",0.213670787955531,"Quadrant 3"
"1679",2023-11-24,"Bethune Cookman","SWAC","Lamar","Slnd","Neutral","L","83-65",-0.900573175493677,"Quadrant 4"
"1680",2023-11-24,"Lamar","Slnd","Bethune Cookman","SWAC","Neutral","W","83-65",0.0460820722423522,"Quadrant 4"
"1681",2023-11-24,"Boise St.","MWC","VCU","A10","Neutral","W","65-61",0.366987309482882,"Quadrant 2"
"1682",2023-11-24,"VCU","A10","Boise St.","MWC","Neutral","L","65-61",-0.509025046806914,"Quadrant 1"
"1683",2023-11-24,"Bowling Green","MAC","Western Kentucky","CUSA","Neutral","L","72-65",-0.775858634639935,"Quadrant 3"
"1684",2023-11-24,"Western Kentucky","CUSA","Bowling Green","MAC","Neutral","W","72-65",0.0953674884986151,"Quadrant 4"
"1685",2023-11-24,"Brown","Ivy","Delaware","CAA","Neutral","L","67-59",-0.809670339023765,"Quadrant 3"
"1686",2023-11-24,"Delaware","CAA","Brown","Ivy","Neutral","W","67-59",0.0913749577872618,"Quadrant 4"
"1687",2023-11-24,"Bryant","AE","Xavier","BE","Away","L","100-75",-0.372139898269221,"Quadrant 1"
"1688",2023-11-24,"Xavier","BE","Bryant","AE","Home","W","100-75",0.0961125538134827,"Quadrant 3"
"1689",2023-11-24,"Butler","BE","Penn St.","B10","Neutral","W","88-78",0.326356369289416,"Quadrant 2"
"1690",2023-11-24,"Penn St.","B10","Butler","BE","Neutral","L","88-78",-0.529764969662098,"Quadrant 2"
"1691",2023-11-24,"Canisius","MAAC","Wofford","SC","Neutral","W","76-67",0.107300827414815,"Quadrant 3"
"1692",2023-11-24,"Wofford","SC","Canisius","MAAC","Neutral","L","76-67",-0.922703457921827,"Quadrant 4"
"1693",2023-11-24,"Charleston Southern","BSth","Wake Forest","ACC","Away","L","71-56",-0.291470082243944,"Quadrant 1"
"1694",2023-11-24,"Wake Forest","ACC","Charleston Southern","BSth","Home","W","71-56",0.0225487294759485,"Quadrant 4"
"1695",2023-11-24,"Davidson","A10","Saint Mary's","WCC","Away","L","89-55",-0.185263153345987,"Quadrant 1"
"1696",2023-11-24,"Saint Mary's","WCC","Davidson","A10","Home","W","89-55",0.163107441113336,"Quadrant 3"
"1697",2023-11-24,"Delaware St.","MEAC","Longwood","BSth","Away","L","84-82",-0.778528998866432,"Quadrant 3"
"1698",2023-11-24,"Longwood","BSth","Delaware St.","MEAC","Home","W","84-82",0.0250285545753753,"Quadrant 4"
"1699",2023-11-24,"Evansville","MVC","Chattanooga","SC","Away","W","85-77",0.34789503798148,"Quadrant 2"
"1700",2023-11-24,"Chattanooga","SC","Evansville","MVC","Home","L","85-77",-0.935001111025242,"Quadrant 4"
"1701",2023-11-24,"Florida Atlantic","Amer","Texas A&M","SEC","Neutral","W","96-89",0.462404298675575,"Quadrant 1"
"1702",2023-11-24,"Texas A&M","SEC","Florida Atlantic","Amer","Neutral","L","96-89",-0.53361577615555,"Quadrant 1"
"1703",2023-11-24,"George Washington","A10","Ohio","MAC","Neutral","W","99-94",0.151827564069377,"Quadrant 3"
"1704",2023-11-24,"Ohio","MAC","George Washington","A10","Neutral","L","99-94",-0.881360129251622,"Quadrant 4"
"1705",2023-11-24,"Grambling St.","SWAC","Troy","SB","Away","L","80-67",-0.598059341884171,"Quadrant 3"
"1706",2023-11-24,"Troy","SB","Grambling St.","SWAC","Home","W","80-67",0.028231488732285,"Quadrant 4"
"1707",2023-11-24,"Hawaii","BW","UT Rio Grande Valley","WAC","Neutral","W","76-57",0.0402521180248624,"Quadrant 4"
"1708",2023-11-24,"UT Rio Grande Valley","WAC","Hawaii","BW","Neutral","L","76-57",-0.850050362501349,"Quadrant 3"
"1709",2023-11-24,"Houston Christian","Slnd","Oklahoma St.","B12","Away","L","92-65",-0.54868406721335,"Quadrant 2"
"1710",2023-11-24,"Oklahoma St.","B12","Houston Christian","Slnd","Home","W","92-65",0.0100948255322267,"Quadrant 4"
"1711",2023-11-24,"Idaho","BSky","UC San Diego","BW","Neutral","W","73-70",0.313814042803259,"Quadrant 3"
"1712",2023-11-24,"UC San Diego","BW","Idaho","BSky","Neutral","L","73-70",-0.920957369682512,"Quadrant 4"
"1713",2023-11-24,"Illinois Chicago","MVC","Middle Tennessee","CUSA","Neutral","W","70-40",0.0696912819749721,"Quadrant 4"
"1714",2023-11-24,"Middle Tennessee","CUSA","Illinois Chicago","MVC","Neutral","L","70-40",-0.85149696326319,"Quadrant 3"
"1715",2023-11-24,"Indiana St.","MVC","Toledo","MAC","Neutral","W","76-74",0.174669906721308,"Quadrant 3"
"1716",2023-11-24,"Toledo","MAC","Indiana St.","MVC","Neutral","L","76-74",-0.512418598996558,"Quadrant 1"
"1717",2023-11-24,"Iowa St.","B12","Virginia Tech","ACC","Neutral","L","71-62",-0.565306854116374,"Quadrant 2"
"1718",2023-11-24,"Virginia Tech","ACC","Iowa St.","B12","Neutral","W","71-62",0.786005549081146,"Quadrant 1"
"1719",2023-11-24,"Jacksonville St.","CUSA","UTSA","Amer","Away","W","77-62",0.12697456067886,"Quadrant 4"
"1720",2023-11-24,"UTSA","Amer","Jacksonville St.","CUSA","Home","L","77-62",-0.917310493513516,"Quadrant 4"
"1721",2023-11-24,"Jacksonville","ASun","Robert Morris","Horz","Away","W","74-65",0.110931333323908,"Quadrant 4"
"1722",2023-11-24,"Robert Morris","Horz","Jacksonville","ASun","Home","L","74-65",-0.973166249528985,"Quadrant 4"
"1723",2023-11-24,"LIU Brooklyn","NEC","Texas A&M Corpus Chris","Slnd","Neutral","W","83-68",0.144433476219415,"Quadrant 3"
"1724",2023-11-24,"Texas A&M Corpus Chris","Slnd","LIU Brooklyn","NEC","Neutral","L","83-68",-0.975131119217408,"Quadrant 4"
"1725",2023-11-24,"Lafayette","Pat","Penn","Ivy","Away","L","74-72",-0.796748782845535,"Quadrant 3"
"1726",2023-11-24,"Penn","Ivy","Lafayette","Pat","Home","W","74-72",0.0296737755091688,"Quadrant 4"
"1727",2023-11-24,"Le Moyne","NEC","Pacific","WCC","Away","L","73-71",-0.94499200175022,"Quadrant 4"
"1728",2023-11-24,"Pacific","WCC","Le Moyne","NEC","Home","W","73-71",0.0285692816125378,"Quadrant 4"
"1729",2023-11-24,"Lehigh","Pat","Providence","BE","Away","L","78-64",-0.39447514578224,"Quadrant 1"
"1730",2023-11-24,"Providence","BE","Lehigh","Pat","Home","W","78-64",0.0311676507709745,"Quadrant 4"
"1731",2023-11-24,"Lipscomb","ASun","UNC Asheville","BSth","Neutral","W","86-75",0.194791142695037,"Quadrant 3"
"1732",2023-11-24,"UNC Asheville","BSth","Lipscomb","ASun","Neutral","L","86-75",-0.888434192439663,"Quadrant 3"
"1733",2023-11-24,"Manhattan","MAAC","Connecticut","BE","Away","L","90-60",-0.0922883498181115,"Quadrant 1"
"1734",2023-11-24,"Connecticut","BE","Manhattan","MAAC","Home","W","90-60",0.019070158109536,"Quadrant 4"
"1735",2023-11-24,"Marshall","SB","Kentucky","SEC","Away","L","118-82",-0.240748121573976,"Quadrant 1"
"1736",2023-11-24,"Kentucky","SEC","Marshall","SB","Home","W","118-82",0.0569773320592629,"Quadrant 4"
"1737",2023-11-24,"Memphis","Amer","Villanova","BE","Neutral","L","79-63",-0.438843330523773,"Quadrant 1"
"1738",2023-11-24,"Villanova","BE","Memphis","Amer","Neutral","W","79-63",0.325829960478197,"Quadrant 2"
"1739",2023-11-24,"Mercer","SC","Tennessee St.","OVC","Neutral","W","60-59",0.0623962322017855,"Quadrant 4"
"1740",2023-11-24,"Tennessee St.","OVC","Mercer","SC","Neutral","L","60-59",-0.902795030446597,"Quadrant 4"
"1741",2023-11-24,"Merrimack","NEC","Samford","SC","Away","L","79-71",-0.454281531629846,"Quadrant 1"
"1742",2023-11-24,"Samford","SC","Merrimack","NEC","Home","W","79-71",0.0675382949714325,"Quadrant 4"
"1743",2023-11-24,"Michigan","B10","Texas Tech","B12","Neutral","L","73-57",-0.40985831980844,"Quadrant 1"
"1744",2023-11-24,"Texas Tech","B12","Michigan","B10","Neutral","W","73-57",0.313274352252127,"Quadrant 3"
"1745",2023-11-24,"Mississippi Valley St.","SWAC","Cal St. Northridge","BW","Away","L","84-48",-0.829108060125891,"Quadrant 3"
"1746",2023-11-24,"Cal St. Northridge","BW","Mississippi Valley St.","SWAC","Home","W","84-48",0.00220904362621122,"Quadrant 4"
"1747",2023-11-24,"Montana","BSky","Houston","B12","Away","L","79-44",-0.0610664246758824,"Quadrant 1"
"1748",2023-11-24,"Houston","B12","Montana","BSky","Home","W","79-44",0.101089528430791,"Quadrant 3"
"1749",2023-11-24,"New Hampshire","AE","Fairfield","MAAC","Away","W","83-80",0.224531822379163,"Quadrant 3"
"1750",2023-11-24,"Fairfield","MAAC","New Hampshire","AE","Home","L","83-80",-0.945818392236017,"Quadrant 4"
"1751",2023-11-24,"New Mexico","MWC","Pepperdine","WCC","Neutral","W","90-71",0.10439750900832,"Quadrant 4"
"1752",2023-11-24,"Pepperdine","WCC","New Mexico","MWC","Neutral","L","90-71",-0.405464456091627,"Quadrant 1"
"1753",2023-11-24,"Nicholls St.","Slnd","Mississippi St.","SEC","Away","L","74-61",-0.281627823784639,"Quadrant 1"
"1754",2023-11-24,"Mississippi St.","SEC","Nicholls St.","Slnd","Home","W","74-61",0.0366053927063996,"Quadrant 4"
"1755",2023-11-24,"North Carolina St.","ACC","BYU","B12","Neutral","L","95-86",-0.334117455490744,"Quadrant 1"
"1756",2023-11-24,"BYU","B12","North Carolina St.","ACC","Neutral","W","95-86",0.380873969564237,"Quadrant 2"
"1757",2023-11-24,"North Florida","ASun","LSU","SEC","Away","L","75-63",-0.454700946655668,"Quadrant 2"
"1758",2023-11-24,"LSU","SEC","North Florida","ASun","Home","W","75-63",0.0594711540854975,"Quadrant 4"
"1759",2023-11-24,"Northern Iowa","MVC","Stanford","P12","Neutral","W","73-51",0.370803615425948,"Quadrant 3"
"1760",2023-11-24,"Stanford","P12","Northern Iowa","MVC","Neutral","L","73-51",-0.75544171766401,"Quadrant 3"
"1761",2023-11-24,"Oregon St.","P12","Pittsburgh","ACC","Neutral","L","76-51",-0.552865241320061,"Quadrant 1"
"1762",2023-11-24,"Pittsburgh","ACC","Oregon St.","P12","Neutral","W","76-51",0.158865715435653,"Quadrant 3"
"1763",2023-11-24,"Oregon","P12","Santa Clara","WCC","Neutral","L","88-82",-0.761098548522206,"Quadrant 3"
"1764",2023-11-24,"Santa Clara","WCC","Oregon","P12","Neutral","W","88-82",0.426003192538527,"Quadrant 2"
"1765",2023-11-24,"Rice","Amer","UC Irvine","BW","Neutral","L","83-68",-0.669269531241247,"Quadrant 2"
"1766",2023-11-24,"UC Irvine","BW","Rice","Amer","Neutral","W","83-68",0.127511306770784,"Quadrant 4"
"1767",2023-11-24,"Seton Hall","BE","Iowa","B10","Neutral","L","85-72",-0.564278991720629,"Quadrant 2"
"1768",2023-11-24,"Iowa","B10","Seton Hall","BE","Neutral","W","85-72",0.475622125273052,"Quadrant 2"
"1769",2023-11-24,"Southeastern Louisiana","Slnd","Western Michigan","MAC","Neutral","L","68-67",-0.965390420052693,"Quadrant 4"
"1770",2023-11-24,"Western Michigan","MAC","Southeastern Louisiana","Slnd","Neutral","W","68-67",0.0655230779453616,"Quadrant 4"
"1771",2023-11-24,"Southern Indiana","OVC","Duke","ACC","Away","L","80-62",-0.220230893875038,"Quadrant 1"
"1772",2023-11-24,"Duke","ACC","Southern Indiana","OVC","Home","W","80-62",0.0187635924529497,"Quadrant 4"
"1773",2023-11-24,"UMKC","Sum","UNC Greensboro","SC","Neutral","L","76-64",-0.771011148410641,"Quadrant 3"
"1774",2023-11-24,"UNC Greensboro","SC","UMKC","Sum","Neutral","W","76-64",0.106215240750229,"Quadrant 4"
"1775",2023-11-24,"USC","P12","Oklahoma","B12","Neutral","L","72-70",-0.468612929423008,"Quadrant 1"
"1776",2023-11-24,"Oklahoma","B12","USC","P12","Neutral","W","72-70",0.300217219319141,"Quadrant 3"
"1777",2023-11-24,"Utah Tech","WAC","Washington St.","P12","Away","L","93-53",-0.309968329460148,"Quadrant 1"
"1778",2023-11-24,"Washington St.","P12","Utah Tech","WAC","Home","W","93-53",0.0407898699462419,"Quadrant 4"
"1779",2023-11-24,"Vanderbilt","SEC","Arizona St.","P12","Neutral","L","82-67",-0.771091567730163,"Quadrant 3"
"1780",2023-11-24,"Arizona St.","P12","Vanderbilt","SEC","Neutral","W","82-67",0.125396360321271,"Quadrant 4"
"1781",2023-11-24,"Western Illinois","OVC","Illinois","B10","Away","L","84-52",-0.180049465744524,"Quadrant 1"
"1782",2023-11-24,"Illinois","B10","Western Illinois","OVC","Home","W","84-52",0.0575470286001843,"Quadrant 4"
"1783",2023-11-24,"Winthrop","BSth","Georgia","SEC","Away","L","78-69",-0.453930245615424,"Quadrant 2"
"1784",2023-11-24,"Georgia","SEC","Winthrop","BSth","Home","W","78-69",0.123446589545178,"Quadrant 3"
"1785",2023-11-24,"Youngstown St.","Horz","Dayton","A10","Away","L","77-69",-0.283526683583598,"Quadrant 1"
"1786",2023-11-24,"Dayton","A10","Youngstown St.","Horz","Home","W","77-69",0.124403071471177,"Quadrant 3"
"1787",2023-11-25,"Alabama A&M","SWAC","Cleveland St.","Horz","Away","L","86-59",-0.801879907804097,"Quadrant 3"
"1788",2023-11-25,"Cleveland St.","Horz","Alabama A&M","SWAC","Home","W","86-59",0.0131561272836155,"Quadrant 4"
"1789",2023-11-25,"Alabama St.","SWAC","Merrimack","NEC","Neutral","W","66-60",0.121202559762354,"Quadrant 4"
"1790",2023-11-25,"Merrimack","NEC","Alabama St.","SWAC","Neutral","L","66-60",-0.951068362606031,"Quadrant 4"
"1791",2023-11-25,"Alabama","SEC","Oregon","P12","Neutral","W","99-91",0.426003192538527,"Quadrant 2"
"1792",2023-11-25,"Oregon","P12","Alabama","SEC","Neutral","L","99-91",-0.244004293517015,"Quadrant 1"
"1793",2023-11-25,"Arkansas St.","SB","UT Rio Grande Valley","WAC","Neutral","W","75-58",0.0402521180248624,"Quadrant 4"
"1794",2023-11-25,"UT Rio Grande Valley","WAC","Arkansas St.","SB","Neutral","L","75-58",-0.816168764821121,"Quadrant 3"
"1795",2023-11-25,"Army","Pat","Binghamton","AE","Away","L","75-68",-0.879349823051035,"Quadrant 4"
"1796",2023-11-25,"Binghamton","AE","Army","Pat","Home","W","75-68",0.021834217448942,"Quadrant 4"
"1797",2023-11-25,"Belmont","MVC","Penn","Ivy","Away","W","84-79",0.203251217154465,"Quadrant 3"
"1798",2023-11-25,"Penn","Ivy","Belmont","MVC","Home","L","84-79",-0.875117096172764,"Quadrant 3"
"1799",2023-11-25,"Bethune Cookman","SWAC","Delaware St.","MEAC","Neutral","L","72-64",-0.953396212172782,"Quadrant 4"
"1800",2023-11-25,"Delaware St.","MEAC","Bethune Cookman","SWAC","Neutral","W","72-64",0.0460820722423522,"Quadrant 4"
"1801",2023-11-25,"Bowling Green","MAC","Lipscomb","ASun","Neutral","W","82-61",0.111565807560337,"Quadrant 3"
"1802",2023-11-25,"Lipscomb","ASun","Bowling Green","MAC","Neutral","L","82-61",-0.904632511501385,"Quadrant 4"
"1803",2023-11-25,"Brown","Ivy","UMKC","Sum","Neutral","W","93-83",0.106215240750229,"Quadrant 4"
"1804",2023-11-25,"UMKC","Sum","Brown","Ivy","Neutral","L","93-83",-0.908625042212738,"Quadrant 4"
"1805",2023-11-25,"Bucknell","Pat","Marist","MAAC","Away","L","73-49",-0.789104037975678,"Quadrant 3"
"1806",2023-11-25,"Marist","MAAC","Bucknell","Pat","Home","W","73-49",0.0310501819546997,"Quadrant 4"
"1807",2023-11-25,"California","P12","San Diego St.","MWC","Neutral","L","76-67",-0.398007612028128,"Quadrant 1"
"1808",2023-11-25,"San Diego St.","MWC","California","P12","Neutral","W","76-67",0.297699979560455,"Quadrant 3"
"1809",2023-11-25,"Canisius","MAAC","Western Kentucky","CUSA","Neutral","W","85-77",0.224141365360065,"Quadrant 3"
"1810",2023-11-25,"Western Kentucky","CUSA","Canisius","MAAC","Neutral","L","85-77",-0.922703457921827,"Quadrant 4"
"1811",2023-11-25,"Dartmouth","Ivy","Saint Louis","A10","Away","L","66-65",-0.762877228052471,"Quadrant 3"
"1812",2023-11-25,"Saint Louis","A10","Dartmouth","Ivy","Home","W","66-65",0.0153577453676066,"Quadrant 4"
"1813",2023-11-25,"Delaware","CAA","UNC Greensboro","SC","Neutral","L","88-77",-0.771011148410641,"Quadrant 3"
"1814",2023-11-25,"UNC Greensboro","SC","Delaware","CAA","Neutral","W","88-77",0.190329660976235,"Quadrant 3"
"1815",2023-11-25,"Detroit","Horz","SIU Edwardsville","OVC","Away","L","81-67",-0.868369719377066,"Quadrant 4"
"1816",2023-11-25,"SIU Edwardsville","OVC","Detroit","Horz","Home","W","81-67",0.00922412585018562,"Quadrant 4"
"1817",2023-11-25,"East Carolina","Amer","George Mason","A10","Away","L","81-59",-0.509000115407782,"Quadrant 2"
"1818",2023-11-25,"George Mason","A10","East Carolina","Amer","Home","W","81-59",0.106670882005494,"Quadrant 4"
"1819",2023-11-25,"Eastern Michigan","MAC","Central Arkansas","ASun","Away","W","74-71",0.0547204252535612,"Quadrant 4"
"1820",2023-11-25,"Central Arkansas","ASun","Eastern Michigan","MAC","Home","L","74-71",-0.98093441942002,"Quadrant 4"
"1821",2023-11-25,"Evansville","MVC","Southeast Missouri St.","OVC","Neutral","W","93-74",0.0180785456200745,"Quadrant 4"
"1822",2023-11-25,"Southeast Missouri St.","OVC","Evansville","MVC","Neutral","L","93-74",-0.883101639856401,"Quadrant 3"
"1823",2023-11-25,"Fairleigh Dickinson","NEC","Jacksonville","ASun","Neutral","L","91-90",-0.950114513526226,"Quadrant 4"
"1824",2023-11-25,"Jacksonville","ASun","Fairleigh Dickinson","NEC","Neutral","W","91-90",0.0349906642481314,"Quadrant 4"
"1825",2023-11-25,"Furman","SC","UAB","Amer","Away","L","92-86",-0.622352419860261,"Quadrant 2"
"1826",2023-11-25,"UAB","Amer","Furman","SC","Home","W","92-86",0.0931630683769148,"Quadrant 3"
"1827",2023-11-25,"George Washington","A10","Illinois Chicago","MVC","Neutral","L","89-79",-0.85149696326319,"Quadrant 3"
"1828",2023-11-25,"Illinois Chicago","MVC","George Washington","A10","Neutral","W","89-79",0.118639870748378,"Quadrant 4"
"1829",2023-11-25,"Georgia St.","SB","Charlotte","Amer","Away","L","65-57",-0.497867107763871,"Quadrant 2"
"1830",2023-11-25,"Charlotte","Amer","Georgia St.","SB","Home","W","65-57",0.0614288603467936,"Quadrant 4"
"1831",2023-11-25,"Hawaii","BW","San Diego","WCC","Neutral","W","77-66",0.0933489229424823,"Quadrant 4"
"1832",2023-11-25,"San Diego","WCC","Hawaii","BW","Neutral","L","77-66",-0.850050362501349,"Quadrant 3"
"1833",2023-11-25,"Holy Cross","Pat","St. John's","BE","Away","L","91-45",-0.273763655765787,"Quadrant 1"
"1834",2023-11-25,"St. John's","BE","Holy Cross","Pat","Home","W","91-45",0.0107794692113636,"Quadrant 4"
"1835",2023-11-25,"Howard","MEAC","Mount St. Mary's","MAAC","Away","W","87-83",0.217148428992837,"Quadrant 3"
"1836",2023-11-25,"Mount St. Mary's","MAAC","Howard","MEAC","Home","L","87-83",-0.957376978397833,"Quadrant 4"
"1837",2023-11-25,"Incarnate Word","Slnd","UTSA","Amer","Away","L","90-80",-0.87302543932114,"Quadrant 4"
"1838",2023-11-25,"UTSA","Amer","Incarnate Word","Slnd","Home","W","90-80",0.0158988620022729,"Quadrant 4"
"1839",2023-11-25,"Jackson St.","SWAC","Georgetown","BE","Away","L","88-81",-0.754503933317406,"Quadrant 3"
"1840",2023-11-25,"Georgetown","BE","Jackson St.","SWAC","Home","W","88-81",0.0364830742082649,"Quadrant 4"
"1841",2023-11-25,"LIU Brooklyn","NEC","Northern Kentucky","Horz","Away","L","72-64",-0.787976906253574,"Quadrant 3"
"1842",2023-11-25,"Northern Kentucky","Horz","LIU Brooklyn","NEC","Home","W","72-64",0.0132163414916695,"Quadrant 4"
"1843",2023-11-25,"Lafayette","Pat","Monmouth","CAA","Neutral","L","63-53",-0.855064179357643,"Quadrant 3"
"1844",2023-11-25,"Monmouth","CAA","Lafayette","Pat","Neutral","W","63-53",0.0550273020529563,"Quadrant 4"
"1845",2023-11-25,"Lamar","Slnd","Longwood","BSth","Away","L","83-72",-0.778528998866432,"Quadrant 3"
"1846",2023-11-25,"Longwood","BSth","Lamar","Slnd","Home","W","83-72",0.0548028380751303,"Quadrant 4"
"1847",2023-11-25,"Loyola MD","Pat","Missouri","SEC","Away","L","78-70",-0.661798108925311,"Quadrant 3"
"1848",2023-11-25,"Missouri","SEC","Loyola MD","Pat","Home","W","78-70",0.0171089247239198,"Quadrant 4"
"1849",2023-11-25,"Maine","AE","Columbia","Ivy","Away","L","75-56",-0.75681707292365,"Quadrant 3"
