"","date","team","conf","opp","opp_conf","location","result","score","wab","quad"
"6953",2024-01-30,"Texas Tech","B12","TCU","B12","Away","L","85-78",-0.309500831142306,"Quadrant 1"
"6954",2024-01-30,"TCU","B12","Texas Tech","B12","Home","W","85-78",0.430578574942082,"Quadrant 1"
"6955",2024-01-30,"VCU","A10","St. Bonaventure","A10","Away","L","67-62",-0.481183384372016,"Quadrant 1"
"6956",2024-01-30,"St. Bonaventure","A10","VCU","A10","Home","W","67-62",0.233401100694169,"Quadrant 2"
"6957",2024-01-30,"Western Michigan","MAC","Toledo","MAC","Away","L","88-63",-0.712763427166276,"Quadrant 2"
"6958",2024-01-30,"Toledo","MAC","Western Michigan","MAC","Home","W","88-63",0.0184794407188644,"Quadrant 4"
"6959",2024-01-30,"Wyoming","MWC","Air Force","MWC","Away","W","83-72",0.186126264794562,"Quadrant 4"
"6960",2024-01-30,"Air Force","MWC","Wyoming","MWC","Home","L","83-72",-0.909458675720944,"Quadrant 4"
"6961",2024-01-31,"Alabama","SEC","Georgia","SEC","Away","W","85-76",0.546069754384576,"Quadrant 2"
"6962",2024-01-31,"Georgia","SEC","Alabama","SEC","Home","L","85-76",-0.380645857187869,"Quadrant 1"
"6963",2024-01-31,"American","Pat","Lafayette","Pat","Away","W","69-66",0.0998147602537363,"Quadrant 4"
"6964",2024-01-31,"Lafayette","Pat","American","Pat","Home","L","69-66",-0.957628420452714,"Quadrant 4"
"6965",2024-01-31,"Arkansas","SEC","Missouri","SEC","Away","W","91-84",0.338201891074689,"Quadrant 3"
"6966",2024-01-31,"Missouri","SEC","Arkansas","SEC","Home","L","91-84",-0.855525429386852,"Quadrant 3"
"6967",2024-01-31,"Army","Pat","Colgate","Pat","Away","L","74-55",-0.73077471311159,"Quadrant 2"
"6968",2024-01-31,"Colgate","Pat","Army","Pat","Home","W","74-55",0.021834217448942,"Quadrant 4"
"6969",2024-01-31,"Austin Peay","ASun","Jacksonville","ASun","Away","L","63-43",-0.90910952200818,"Quadrant 4"
"6970",2024-01-31,"Jacksonville","ASun","Austin Peay","ASun","Home","W","63-43",0.0529144630948799,"Quadrant 4"
"6971",2024-01-31,"Baylor","B12","UCF","B12","Away","W","77-69",0.57589740795797,"Quadrant 1"
"6972",2024-01-31,"UCF","B12","Baylor","B12","Home","L","77-69",-0.504741736254213,"Quadrant 1"
"6973",2024-01-31,"Boise St.","MWC","New Mexico","MWC","Away","W","86-78",0.736292974303775,"Quadrant 1"
"6974",2024-01-31,"New Mexico","MWC","Boise St.","MWC","Home","L","86-78",-0.663771324306115,"Quadrant 2"
"6975",2024-01-31,"Charleston Southern","BSth","Radford","BSth","Away","W","63-60",0.184234376670252,"Quadrant 4"
"6976",2024-01-31,"Radford","BSth","Charleston Southern","BSth","Home","L","63-60",-0.977451270524051,"Quadrant 4"
"6977",2024-01-31,"Chattanooga","SC","Western Carolina","SC","Away","W","91-85",0.391845488156023,"Quadrant 2"
"6978",2024-01-31,"Western Carolina","SC","Chattanooga","SC","Home","L","91-85",-0.871735204756932,"Quadrant 3"
"6979",2024-01-31,"Chicago St.","ind","Duquesne","A10","Away","L","65-60",-0.539785654715658,"Quadrant 2"
"6980",2024-01-31,"Duquesne","A10","Chicago St.","ind","Home","W","65-60",0.0310828240150512,"Quadrant 4"
"6981",2024-01-31,"Cincinnati","B12","West Virginia","B12","Away","L","69-65",-0.681802935207326,"Quadrant 3"
"6982",2024-01-31,"West Virginia","B12","Cincinnati","B12","Home","W","69-65",0.355185263557367,"Quadrant 2"
"6983",2024-01-31,"East Tennessee St.","SC","Mercer","SC","Away","W","54-49",0.170140531004967,"Quadrant 4"
"6984",2024-01-31,"Mercer","SC","East Tennessee St.","SC","Home","L","54-49",-0.935251292059407,"Quadrant 4"
"6985",2024-01-31,"Florida","SEC","Kentucky","SEC","Away","W","94-91",0.759251878426024,"Quadrant 1"
"6986",2024-01-31,"Kentucky","SEC","Florida","SEC","Home","L","94-91",-0.532789794036051,"Quadrant 1"
"6987",2024-01-31,"Furman","SC","The Citadel","SC","Away","W","82-79",0.123383942357003,"Quadrant 4"
"6988",2024-01-31,"The Citadel","SC","Furman","SC","Home","L","82-79",-0.906836931623085,"Quadrant 3"
"6989",2024-01-31,"George Mason","A10","Saint Joseph's","A10","Away","L","75-73",-0.536021520309327,"Quadrant 2"
"6990",2024-01-31,"Saint Joseph's","A10","George Mason","A10","Home","W","75-73",0.210138876233041,"Quadrant 3"
"6991",2024-01-31,"Illinois Chicago","MVC","Evansville","MVC","Away","L","77-60",-0.798684614360348,"Quadrant 3"
"6992",2024-01-31,"Evansville","MVC","Illinois Chicago","MVC","Home","W","77-60",0.0839051736150105,"Quadrant 4"
"6993",2024-01-31,"Incarnate Word","Slnd","Texas A&M Commerce","Slnd","Away","L","71-66",-0.937515281353688,"Quadrant 4"
"6994",2024-01-31,"Texas A&M Commerce","Slnd","Incarnate Word","Slnd","Home","W","71-66",0.0158988620022729,"Quadrant 4"
"6995",2024-01-31,"Indiana St.","MVC","Belmont","MVC","Away","W","78-72",0.340987425673898,"Quadrant 3"
"6996",2024-01-31,"Belmont","MVC","Indiana St.","MVC","Home","L","78-72",-0.666795434961574,"Quadrant 2"
"6997",2024-01-31,"La Salle","A10","Rhode Island","A10","Away","L","71-69",-0.738990372611169,"Quadrant 3"
"6998",2024-01-31,"Rhode Island","A10","La Salle","A10","Home","W","71-69",0.0635218597287662,"Quadrant 4"
"6999",2024-01-31,"Lipscomb","ASun","North Florida","ASun","Away","L","85-76",-0.813492729968235,"Quadrant 3"
"7000",2024-01-31,"North Florida","ASun","Lipscomb","ASun","Home","W","85-76",0.061867973385749,"Quadrant 4"
"7001",2024-01-31,"Louisiana Monroe","SB","Louisiana Lafayette","SB","Away","L","80-72",-0.584723222186764,"Quadrant 2"
"7002",2024-01-31,"Louisiana Lafayette","SB","Louisiana Monroe","SB","Home","W","80-72",0.0338992551337562,"Quadrant 4"
"7003",2024-01-31,"Loyola MD","Pat","Bucknell","Pat","Away","L","67-52",-0.895904399287673,"Quadrant 4"
"7004",2024-01-31,"Bucknell","Pat","Loyola MD","Pat","Home","W","67-52",0.0171089247239198,"Quadrant 4"
"7005",2024-01-31,"Missouri St.","MVC","Southern Illinois","MVC","Away","W","76-75",0.438636827840445,"Quadrant 2"
"7006",2024-01-31,"Southern Illinois","MVC","Missouri St.","MVC","Home","L","76-75",-0.895236036498548,"Quadrant 3"
"7007",2024-01-31,"Navy","Pat","Lehigh","Pat","Away","L","77-65",-0.895540377515983,"Quadrant 4"
"7008",2024-01-31,"Lehigh","Pat","Navy","Pat","Home","W","77-65",0.0135898807459638,"Quadrant 4"
"7009",2024-01-31,"Northern Iowa","MVC","Bradley","MVC","Away","L","85-69",-0.380476177991096,"Quadrant 1"
"7010",2024-01-31,"Bradley","MVC","Northern Iowa","MVC","Home","W","85-69",0.14530731474277,"Quadrant 3"
"7011",2024-01-31,"Northwestern","B10","Purdue","B10","Away","L","105-96",-0.081126791272177,"Quadrant 1"
"7012",2024-01-31,"Purdue","B10","Northwestern","B10","Home","W","105-96",0.367236981003449,"Quadrant 2"
"7013",2024-01-31,"Notre Dame","ACC","Virginia","ACC","Away","L","65-53",-0.329916862810117,"Quadrant 1"
"7014",2024-01-31,"Virginia","ACC","Notre Dame","ACC","Home","W","65-53",0.114247569432723,"Quadrant 3"
"7015",2024-01-31,"Penn St.","B10","Rutgers","B10","Away","W","61-46",0.504233298415944,"Quadrant 2"
"7016",2024-01-31,"Rutgers","B10","Penn St.","B10","Home","L","61-46",-0.797178667269217,"Quadrant 3"
"7017",2024-01-31,"Providence","BE","Connecticut","BE","Away","L","74-65",-0.0922883498181115,"Quadrant 1"
"7018",2024-01-31,"Connecticut","BE","Providence","BE","Home","W","74-65",0.29743448254792,"Quadrant 2"
"7019",2024-01-31,"Rice","Amer","Memphis","Amer","Away","W","74-71",0.479245773853512,"Quadrant 2"
"7020",2024-01-31,"Memphis","Amer","Rice","Amer","Home","L","74-71",-0.928719683730829,"Quadrant 4"
"7021",2024-01-31,"Richmond","A10","Fordham","A10","Away","W","83-69",0.2299658704409,"Quadrant 3"
"7022",2024-01-31,"Fordham","A10","Richmond","A10","Home","L","83-69",-0.749138685761751,"Quadrant 2"
"7023",2024-01-31,"Santa Clara","WCC","Saint Mary's","WCC","Away","L","82-77",-0.185263153345987,"Quadrant 1"
"7024",2024-01-31,"Saint Mary's","WCC","Santa Clara","WCC","Home","W","82-77",0.141516177409169,"Quadrant 3"
"7025",2024-01-31,"South Florida","Amer","East Carolina","Amer","Away","W","71-60",0.302141126301506,"Quadrant 3"
"7026",2024-01-31,"East Carolina","Amer","South Florida","Amer","Home","L","71-60",-0.841828549477115,"Quadrant 3"
"7027",2024-01-31,"Southern Miss","SB","Arkansas St.","SB","Away","L","78-71",-0.699845223281762,"Quadrant 3"
"7028",2024-01-31,"Arkansas St.","SB","Southern Miss","SB","Home","W","78-71",0.0518052872568788,"Quadrant 4"
"7029",2024-01-31,"St. John's","BE","Xavier","BE","Away","L","88-77",-0.372139898269221,"Quadrant 1"
"7030",2024-01-31,"Xavier","BE","St. John's","BE","Home","W","88-77",0.422511023011349,"Quadrant 2"
"7031",2024-01-31,"UAB","Amer","North Texas","Amer","Away","W","82-79",0.631006653210085,"Quadrant 1"
"7032",2024-01-31,"North Texas","Amer","UAB","Amer","Home","L","82-79",-0.856636369608623,"Quadrant 3"
"7033",2024-01-31,"UNC Asheville","BSth","Gardner Webb","BSth","Away","L","80-73",-0.749020906980831,"Quadrant 3"
"7034",2024-01-31,"Gardner Webb","BSth","UNC Asheville","BSth","Home","W","80-73",0.112723788965461,"Quadrant 3"
"7035",2024-01-31,"UNC Greensboro","SC","VMI","SC","Away","W","85-79",0.0312140171101547,"Quadrant 4"
"7036",2024-01-31,"VMI","SC","UNC Greensboro","SC","Home","L","85-79",-0.865072018181574,"Quadrant 3"
"7037",2024-01-31,"USC Upstate","BSth","Presbyterian","BSth","Away","L","80-73",-0.902215188514222,"Quadrant 4"
"7038",2024-01-31,"Presbyterian","BSth","USC Upstate","BSth","Home","W","80-73",0.0384896675345705,"Quadrant 4"
"7039",2024-01-31,"Valparaiso","MVC","Drake","MVC","Away","L","81-70",-0.379904056045064,"Quadrant 1"
"7040",2024-01-31,"Drake","MVC","Valparaiso","MVC","Home","W","81-70",0.0331767898595394,"Quadrant 4"
"7041",2024-01-31,"Vanderbilt","SEC","Auburn","SEC","Away","L","81-54",-0.133121751495835,"Quadrant 1"
"7042",2024-01-31,"Auburn","SEC","Vanderbilt","SEC","Home","W","81-54",0.0700231835243083,"Quadrant 4"
"7043",2024-01-31,"Wake Forest","ACC","Pittsburgh","ACC","Away","L","77-72",-0.393699498256825,"Quadrant 1"
"7044",2024-01-31,"Pittsburgh","ACC","Wake Forest","ACC","Home","W","77-72",0.401353367309898,"Quadrant 2"
"7045",2024-01-31,"Wichita St.","Amer","Tulsa","Amer","Away","L","79-68",-0.785440260147226,"Quadrant 3"
"7046",2024-01-31,"Tulsa","Amer","Wichita St.","Amer","Home","W","79-68",0.112272250608999,"Quadrant 3"
"7047",2024-01-31,"Wofford","SC","Samford","SC","Away","L","81-79",-0.454281531629846,"Quadrant 1"
"7048",2024-01-31,"Samford","SC","Wofford","SC","Home","W","81-79",0.0593758888798717,"Quadrant 4"
"7049",2024-02-01,"Albany","AE","Vermont","AE","Away","L","81-59",-0.59967604627559,"Quadrant 2"
"7050",2024-02-01,"Vermont","AE","Albany","AE","Home","W","81-59",0.0427201775120586,"Quadrant 4"
"7051",2024-02-01,"Appalachian St.","SB","Georgia St.","SB","Away","W","81-71",0.191794056535522,"Quadrant 3"
"7052",2024-02-01,"Georgia St.","SB","Appalachian St.","SB","Home","L","81-71",-0.814247011376867,"Quadrant 3"
"7053",2024-02-01,"Bellarmine","ASun","Kennesaw St.","ASun","Away","W","96-95",0.139050020705171,"Quadrant 4"
"7054",2024-02-01,"Kennesaw St.","ASun","Bellarmine","ASun","Home","L","96-95",-0.971507925431237,"Quadrant 4"
"7055",2024-02-01,"Cal St. Northridge","BW","UC San Diego","BW","Away","L","83-62",-0.534521487682055,"Quadrant 2"
"7056",2024-02-01,"UC San Diego","BW","Cal St. Northridge","BW","Home","W","83-62",0.053788662746968,"Quadrant 4"
"7057",2024-02-01,"California","P12","Arizona","P12","Away","L","91-65",-0.115373270687788,"Quadrant 1"
"7058",2024-02-01,"Arizona","P12","California","P12","Home","W","91-65",0.182080269386618,"Quadrant 3"
"7059",2024-02-01,"Campbell","CAA","Elon","CAA","Away","W","69-67",0.100131506298098,"Quadrant 4"
"7060",2024-02-01,"Elon","CAA","Campbell","CAA","Home","L","69-67",-0.968147888841947,"Quadrant 4"
"7061",2024-02-01,"Cleveland St.","Horz","Detroit","Horz","Away","W","77-65",0.0326542248368723,"Quadrant 4"
"7062",2024-02-01,"Detroit","Horz","Cleveland St.","Horz","Home","L","77-65",-0.93620559663429,"Quadrant 4"
"7063",2024-02-01,"Coastal Carolina","SB","James Madison","SB","Away","L","105-67",-0.448355780130128,"Quadrant 1"
"7064",2024-02-01,"James Madison","SB","Coastal Carolina","SB","Home","W","105-67",0.0254603352771678,"Quadrant 4"
"7065",2024-02-01,"Delaware","CAA","William & Mary","CAA","Away","W","81-53",0.072108885942237,"Quadrant 4"
"7066",2024-02-01,"William & Mary","CAA","Delaware","CAA","Home","L","81-53",-0.890114542798652,"Quadrant 3"
"7067",2024-02-01,"Denver","Sum","UMKC","Sum","Away","L","85-71",-0.815470408467333,"Quadrant 4"
"7068",2024-02-01,"UMKC","Sum","Denver","Sum","Home","W","85-71",0.0517832320946267,"Quadrant 4"
"7069",2024-02-01,"Drexel","CAA","Monmouth","CAA","Away","L","67-62",-0.755994516031083,"Quadrant 3"
"7070",2024-02-01,"Monmouth","CAA","Drexel","CAA","Home","W","67-62",0.138952255035458,"Quadrant 3"
"7071",2024-02-01,"Eastern Kentucky","ASun","Queens","ASun","Away","L","94-76",-0.869758476125941,"Quadrant 4"
"7072",2024-02-01,"Queens","ASun","Eastern Kentucky","ASun","Home","W","94-76",0.0868882234210665,"Quadrant 4"
"7073",2024-02-01,"Eastern Washington","BSky","Montana St.","BSky","Away","L","70-60",-0.82590344444941,"Quadrant 4"
"7074",2024-02-01,"Montana St.","BSky","Eastern Washington","BSky","Home","W","70-60",0.130629144772201,"Quadrant 3"
"7075",2024-02-01,"Florida Gulf Coast","ASun","Central Arkansas","ASun","Away","W","82-59",0.0547204252535612,"Quadrant 4"
"7076",2024-02-01,"Central Arkansas","ASun","Florida Gulf Coast","ASun","Home","L","82-59",-0.950801103126017,"Quadrant 4"
"7077",2024-02-01,"Hampton","CAA","North Carolina A&T","CAA","Away","L","59-58",-0.942213255843545,"Quadrant 4"
"7078",2024-02-01,"North Carolina A&T","CAA","Hampton","CAA","Home","W","59-58",0.0182546282615419,"Quadrant 4"
"7079",2024-02-01,"Hawaii","BW","Cal St. Fullerton","BW","Away","W","76-68",0.158923541468387,"Quadrant 4"
"7080",2024-02-01,"Cal St. Fullerton","BW","Hawaii","BW","Home","L","76-68",-0.915214830811782,"Quadrant 4"
"7081",2024-02-01,"IUPUI","Horz","Green Bay","Horz","Away","L","79-56",-0.804165021891628,"Quadrant 3"
"7082",2024-02-01,"Green Bay","Horz","IUPUI","Horz","Home","W","79-56",0.00629650038943674,"Quadrant 4"
"7083",2024-02-01,"Idaho St.","BSky","Northern Colorado","BSky","Away","L","91-86",-0.789313952393861,"Quadrant 3"
"7084",2024-02-01,"Northern Colorado","BSky","Idaho St.","BSky","Home","W","91-86",0.0460742513567114,"Quadrant 4"
"7085",2024-02-01,"Idaho","BSky","Montana","BSky","Away","L","73-70",-0.710351693448289,"Quadrant 3"
"7086",2024-02-01,"Montana","BSky","Idaho","BSky","Home","W","73-70",0.0431291842593646,"Quadrant 4"
"7087",2024-02-01,"Jacksonville St.","CUSA","UTEP","CUSA","Away","L","79-71",-0.774642948950304,"Quadrant 3"
"7088",2024-02-01,"UTEP","CUSA","Jacksonville St.","CUSA","Home","W","79-71",0.0826895064864842,"Quadrant 4"
"7089",2024-02-01,"LIU Brooklyn","NEC","Fairleigh Dickinson","NEC","Away","L","82-75",-0.935415381239493,"Quadrant 4"
"7090",2024-02-01,"Fairleigh Dickinson","NEC","LIU Brooklyn","NEC","Home","W","82-75",0.0132163414916695,"Quadrant 4"
"7091",2024-02-01,"Le Moyne","NEC","Wagner","NEC","Away","L","80-57",-0.902052440432537,"Quadrant 4"
"7092",2024-02-01,"Wagner","NEC","Le Moyne","NEC","Home","W","80-57",0.0285692816125378,"Quadrant 4"
"7093",2024-02-01,"Liberty","CUSA","New Mexico St.","CUSA","Away","L","79-73",-0.855870636136604,"Quadrant 4"
"7094",2024-02-01,"New Mexico St.","CUSA","Liberty","CUSA","Home","W","79-73",0.14889454314284,"Quadrant 3"
"7095",2024-02-01,"Little Rock","OVC","SIU Edwardsville","OVC","Away","L","68-66",-0.868369719377066,"Quadrant 4"
"7096",2024-02-01,"SIU Edwardsville","OVC","Little Rock","OVC","Home","W","68-66",0.0647595168325473,"Quadrant 4"
"7097",2024-02-01,"Long Beach St.","BW","Cal St. Bakersfield","BW","Away","L","82-76",-0.861751120619913,"Quadrant 4"
"7098",2024-02-01,"Cal St. Bakersfield","BW","Long Beach St.","BW","Home","W","82-76",0.0874690884835385,"Quadrant 3"
"7099",2024-02-01,"Longwood","BSth","High Point","BSth","Away","L","93-76",-0.60944134022782,"Quadrant 2"
"7100",2024-02-01,"High Point","BSth","Longwood","BSth","Home","W","93-76",0.0727497012560888,"Quadrant 4"
"7101",2024-02-01,"Louisiana Tech","CUSA","FIU","CUSA","Away","W","93-53",0.105040116352055,"Quadrant 4"
"7102",2024-02-01,"FIU","CUSA","Louisiana Tech","CUSA","Home","L","93-53",-0.744151118851518,"Quadrant 3"
"7103",2024-02-01,"Maine","AE","UMass Lowell","AE","Away","L","76-62",-0.700088970114036,"Quadrant 3"
"7104",2024-02-01,"UMass Lowell","AE","Maine","AE","Home","W","76-62",0.0490367601313525,"Quadrant 4"
"7105",2024-02-01,"Milwaukee","Horz","Fort Wayne","Horz","Away","W","68-65",0.197741517806703,"Quadrant 3"
"7106",2024-02-01,"Fort Wayne","Horz","Milwaukee","Horz","Home","L","68-65",-0.951273913400223,"Quadrant 4"
"7107",2024-02-01,"Morehead St.","OVC","Tennessee St.","OVC","Away","W","68-49",0.112467538309721,"Quadrant 4"
"7108",2024-02-01,"Tennessee St.","OVC","Morehead St.","OVC","Home","L","68-49",-0.868567908091431,"Quadrant 3"
"7109",2024-02-01,"NJIT","AE","Binghamton","AE","Away","L","75-66",-0.879349823051035,"Quadrant 4"
"7110",2024-02-01,"Binghamton","AE","NJIT","AE","Home","W","75-66",0.0207009594036481,"Quadrant 4"
"7111",2024-02-01,"North Dakota St.","Sum","South Dakota St.","Sum","Away","W","74-73",0.260584470400801,"Quadrant 3"
"7112",2024-02-01,"South Dakota St.","Sum","North Dakota St.","Sum","Home","L","74-73",-0.944877895398366,"Quadrant 4"
"7113",2024-02-01,"North Dakota","Sum","South Dakota","Sum","Away","W","95-81",0.0815284857728523,"Quadrant 4"
"7114",2024-02-01,"South Dakota","Sum","North Dakota","Sum","Home","L","95-81",-0.943513760762228,"Quadrant 4"
"7115",2024-02-01,"Northeastern","CAA","Towson","CAA","Away","L","83-76",-0.695175895021996,"Quadrant 3"
"7116",2024-02-01,"Towson","CAA","Northeastern","CAA","Home","W","83-76",0.0649714869385676,"Quadrant 4"
"7117",2024-02-01,"Old Dominion","SB","Marshall","SB","Away","W","83-76",0.179704227337856,"Quadrant 3"
"7118",2024-02-01,"Marshall","SB","Old Dominion","SB","Home","L","83-76",-0.9648803093827,"Quadrant 4"
"7119",2024-02-01,"Oregon St.","P12","UCLA","P12","Away","L","71-63",-0.49768737385304,"Quadrant 2"
"7120",2024-02-01,"UCLA","P12","Oregon St.","P12","Home","W","71-63",0.0902378597405238,"Quadrant 4"
"7121",2024-02-01,"Oregon","P12","USC","P12","Away","W","78-69",0.449616176781911,"Quadrant 2"
"7122",2024-02-01,"USC","P12","Oregon","P12","Home","L","78-69",-0.719547681918761,"Quadrant 2"
"7123",2024-02-01,"Portland","WCC","Pacific","WCC","Away","W","65-60",0.0550079982497802,"Quadrant 4"
"7124",2024-02-01,"Pacific","WCC","Portland","WCC","Home","L","65-60",-0.967479151975462,"Quadrant 4"
"7125",2024-02-01,"Robert Morris","Horz","Oakland","Horz","Away","L","87-72",-0.642367976922136,"Quadrant 2"
"7126",2024-02-01,"Oakland","Horz","Robert Morris","Horz","Home","W","87-72",0.0332672955567593,"Quadrant 4"
"7127",2024-02-01,"Sam Houston St.","CUSA","Western Kentucky","CUSA","Away","W","79-77",0.354881222056097,"Quadrant 3"
"7128",2024-02-01,"Western Kentucky","CUSA","Sam Houston St.","CUSA","Home","L","79-77",-0.919118647358332,"Quadrant 4"
"7129",2024-02-01,"San Diego","WCC","San Francisco","WCC","Away","L","95-79",-0.47214667157436,"Quadrant 1"
"7130",2024-02-01,"San Francisco","WCC","San Diego","WCC","Home","W","95-79",0.051297393905476,"Quadrant 4"
"7131",2024-02-01,"Seattle","WAC","Grand Canyon","WAC","Away","L","95-88",-0.466375346102104,"Quadrant 1"
"7132",2024-02-01,"Grand Canyon","WAC","Seattle","WAC","Home","W","95-88",0.149065446182611,"Quadrant 3"
"7133",2024-02-01,"South Alabama","SB","Texas St.","SB","Away","L","74-66",-0.840676128639883,"Quadrant 4"
"7134",2024-02-01,"Texas St.","SB","South Alabama","SB","Home","W","74-66",0.0589547782772454,"Quadrant 4"
"7135",2024-02-01,"Southern Indiana","OVC","Tennessee Tech","OVC","Away","W","74-71",0.0445410181262731,"Quadrant 4"
"7136",2024-02-01,"Tennessee Tech","OVC","Southern Indiana","OVC","Home","L","74-71",-0.98123640754705,"Quadrant 4"
"7137",2024-02-01,"St. Francis PA","NEC","Central Connecticut","NEC","Away","L","63-62",-0.845363353616844,"Quadrant 3"
"7138",2024-02-01,"Central Connecticut","NEC","St. Francis PA","NEC","Home","W","63-62",0.00883824685080548,"Quadrant 4"
"7139",2024-02-01,"St. Thomas","Sum","Nebraska Omaha","Sum","Away","L","69-65",-0.838582973869945,"Quadrant 4"
"7140",2024-02-01,"Nebraska Omaha","Sum","St. Thomas","Sum","Home","W","69-65",0.113840166037233,"Quadrant 3"
"7141",2024-02-01,"Stanford","P12","Arizona St.","P12","Away","W","71-62",0.361134614132663,"Quadrant 3"
"7142",2024-02-01,"Arizona St.","P12","Stanford","P12","Home","L","71-62",-0.763653087958547,"Quadrant 3"
"7143",2024-02-01,"Stetson","ASun","North Alabama","ASun","Away","L","79-72",-0.86502862874717,"Quadrant 4"
"7144",2024-02-01,"North Alabama","ASun","Stetson","ASun","Home","W","79-72",0.0610722272793942,"Quadrant 4"
"7145",2024-02-01,"Stonehill","NEC","Sacred Heart","NEC","Away","L","77-72",-0.905080492384131,"Quadrant 4"
"7146",2024-02-01,"Sacred Heart","NEC","Stonehill","NEC","Home","W","77-72",0.00841042383945156,"Quadrant 4"
"7147",2024-02-01,"Stony Brook","CAA","Hofstra","CAA","Away","L","72-71",-0.643242501348319,"Quadrant 2"
"7148",2024-02-01,"Hofstra","CAA","Stony Brook","CAA","Home","W","72-71",0.0719147801139614,"Quadrant 4"
"7149",2024-02-01,"Tarleton St.","WAC","Abilene Christian","WAC","Away","W","76-73",0.166485605318121,"Quadrant 4"
"7150",2024-02-01,"Abilene Christian","WAC","Tarleton St.","WAC","Home","L","76-73",-0.904056224402609,"Quadrant 3"
"7151",2024-02-01,"Tennessee Martin","OVC","Eastern Illinois","OVC","Away","W","76-59",0.0906087437123343,"Quadrant 4"
"7152",2024-02-01,"Eastern Illinois","OVC","Tennessee Martin","OVC","Home","L","76-59",-0.943148633478232,"Quadrant 4"
"7153",2024-02-01,"Troy","SB","Georgia Southern","SB","Away","W","84-63",0.0986246482336953,"Quadrant 4"
"7154",2024-02-01,"Georgia Southern","SB","Troy","SB","Home","L","84-63",-0.843627449351964,"Quadrant 3"
"7155",2024-02-01,"Tulane","Amer","SMU","Amer","Away","L","80-76",-0.324611907784749,"Quadrant 1"
"7156",2024-02-01,"SMU","Amer","Tulane","Amer","Home","W","80-76",0.127705959993255,"Quadrant 3"
"7157",2024-02-01,"UC Davis","BW","UC Santa Barbara","BW","Away","W","79-69",0.206181444829786,"Quadrant 3"
"7158",2024-02-01,"UC Santa Barbara","BW","UC Davis","BW","Home","L","79-69",-0.909270443538187,"Quadrant 4"
"7159",2024-02-01,"UC Irvine","BW","Cal Poly","BW","Away","W","73-59",0.0484523121736524,"Quadrant 4"
"7160",2024-02-01,"Cal Poly","BW","UC Irvine","BW","Home","L","73-59",-0.793953855264022,"Quadrant 3"
"7161",2024-02-01,"UMBC","AE","Bryant","AE","Away","L","99-95",-0.721738335486374,"Quadrant 3"
"7162",2024-02-01,"Bryant","AE","UMBC","AE","Home","W","99-95",0.0347336504103207,"Quadrant 4"
"7163",2024-02-01,"UNC Wilmington","CAA","College of Charleston","CAA","Away","W","80-74",0.385886734577026,"Quadrant 2"
"7164",2024-02-01,"College of Charleston","CAA","UNC Wilmington","CAA","Home","L","80-74",-0.82725243133975,"Quadrant 3"
"7165",2024-02-01,"UT Arlington","WAC","Southern Utah","WAC","Away","W","76-68",0.15340551823438,"Quadrant 4"
"7166",2024-02-01,"Southern Utah","WAC","UT Arlington","WAC","Home","L","76-68",-0.896505921732304,"Quadrant 4"
"7167",2024-02-01,"UT Rio Grande Valley","WAC","Utah Tech","WAC","Away","L","81-64",-0.866411089235407,"Quadrant 4"
"7168",2024-02-01,"Utah Tech","WAC","UT Rio Grande Valley","WAC","Home","W","81-64",0.0215509233140756,"Quadrant 4"
"7169",2024-02-01,"Utah Valley","WAC","Stephen F. Austin","WAC","Away","L","77-72",-0.736738989025627,"Quadrant 3"
"7170",2024-02-01,"Stephen F. Austin","WAC","Utah Valley","WAC","Home","W","77-72",0.0769252519564212,"Quadrant 4"
"7171",2024-02-01,"Weber St.","BSky","Northern Arizona","BSky","Away","W","72-70",0.0793618921824345,"Quadrant 4"
"7172",2024-02-01,"Northern Arizona","BSky","Weber St.","BSky","Home","L","72-70",-0.882765580752814,"Quadrant 3"
"7173",2024-02-01,"Western Illinois","OVC","Lindenwood","OVC","Away","W","79-71",0.0296404276936851,"Quadrant 4"
"7174",2024-02-01,"Lindenwood","OVC","Western Illinois","OVC","Home","L","79-71",-0.942452971399816,"Quadrant 4"
"7175",2024-02-01,"Wisconsin","B10","Nebraska","B10","Away","L","80-72",-0.324485158065578,"Quadrant 1"
"7176",2024-02-01,"Nebraska","B10","Wisconsin","B10","Home","W","80-72",0.451508652718764,"Quadrant 1"
"7177",2024-02-01,"Youngstown St.","Horz","Wright St.","Horz","Away","W","88-77",0.301874875594356,"Quadrant 3"
"7178",2024-02-01,"Wright St.","Horz","Youngstown St.","Horz","Home","L","88-77",-0.875596928528823,"Quadrant 3"
"7179",2024-02-02,"Butler","BE","Creighton","BE","Away","W","99-98",0.77612617073996,"Quadrant 1"
"7180",2024-02-02,"Creighton","BE","Butler","BE","Home","L","99-98",-0.682057388050226,"Quadrant 2"
"7181",2024-02-02,"Columbia","Ivy","Harvard","Ivy","Away","L","62-59",-0.769145244753055,"Quadrant 3"
"7182",2024-02-02,"Harvard","Ivy","Columbia","Ivy","Home","W","62-59",0.0814062594996948,"Quadrant 4"
"7183",2024-02-02,"Cornell","Ivy","Dartmouth","Ivy","Away","W","56-53",0.0535260857065465,"Quadrant 4"
"7184",2024-02-02,"Dartmouth","Ivy","Cornell","Ivy","Home","L","56-53",-0.81695160981035,"Quadrant 3"
